SK_FATO_META;ID_META_ORIGEM;SK_TEMPO;SK_LOJA;SK_CANALVENDA;SK_PRODUTO;SK_CATEGORIA;SK_MARCA;ANO;MES;ANO_MES;TIPO_META;META_FATURAMENTO_BRUTO;META_FATURAMENTO_LIQUIDO;META_QTD_VENDAS;META_QTD_ITENS;META_TICKET_MEDIO;META_MARGEM_BRUTA;META_PERCENTUAL_MARGEM;DATA_INICIO_META;DATA_FIM_META;FL_META_ATIVA;DATA_CARGA;DATA_ATUALIZACAO_DW
5253;MET00005253;20250901;10;1;;3;;2025;9;2025-09;MISTA;170317.1;154207.47;2654.7385;3273.273;58.09;36932.4;23.9498;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5254;MET00005254;20250901;10;1;;4;;2025;9;2025-09;MISTA;63971.27;59599.81;2829.2224;6186.5731;21.07;11751.37;19.7171;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5255;MET00005255;20250901;10;1;;5;;2025;9;2025-09;MISTA;101331.78;93945.01;1579.5624;2055.7575;59.48;27114.84;28.8625;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5256;MET00005256;20250901;10;1;;6;;2025;9;2025-09;MISTA;154845.71;148958.68;2077.9022;2893.8381;71.69;50391.06;33.8289;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5257;MET00005257;20250901;10;1;;7;;2025;9;2025-09;MISTA;110475.71;99852.36;1463.8685;3492.7691;68.21;35270.81;35.323;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5258;MET00005258;20250901;10;1;;8;;2025;9;2025-09;MISTA;42070.72;40797.82;2080.0451;5543.5878;19.61;11278.71;27.6454;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5259;MET00005259;20250901;10;1;;9;;2025;9;2025-09;MISTA;139619.06;125813.9;1423.0981;3007.3311;88.41;40479.18;32.1739;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5260;MET00005260;20250901;10;1;;10;;2025;9;2025-09;MISTA;125323.59;119515.08;1376.6814;3640.9107;86.81;26736.81;22.3711;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5261;MET00005261;20250901;10;2;;1;;2025;9;2025-09;MISTA;66783.51;60866.07;3127.7653;6804.3673;19.46;19280.86;31.6775;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5262;MET00005262;20250901;10;2;;2;;2025;9;2025-09;MISTA;120073.41;113002.19;2527.4117;3958.7756;44.71;21546.47;19.0673;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5263;MET00005263;20250901;10;2;;3;;2025;9;2025-09;MISTA;64233.12;61482.21;536.9743;1326.7726;114.5;23099.23;37.5706;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5264;MET00005264;20250901;10;2;;4;;2025;9;2025-09;MISTA;169210.81;151810.8;685.9262;1690.7804;221.32;47204.45;31.0943;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5265;MET00005265;20250901;10;2;;5;;2025;9;2025-09;MISTA;161939.27;157049.03;3385.3833;6797.2974;46.39;32303.56;20.5691;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5266;MET00005266;20250901;10;2;;6;;2025;9;2025-09;MISTA;92642.54;81673.57;510.2776;1025.6238;160.06;20577.3;25.1946;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5267;MET00005267;20250901;10;2;;7;;2025;9;2025-09;MISTA;66387.25;60679.59;2520.654;6368.4708;24.07;22449.19;36.9963;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5268;MET00005268;20250901;10;2;;8;;2025;9;2025-09;MISTA;128951.86;119448.34;2888.1184;5171.1213;41.36;30581.87;25.6026;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5269;MET00005269;20250901;10;2;;9;;2025;9;2025-09;MISTA;33079.05;29796.88;2446.5328;4526.1362;12.18;5423.79;18.2025;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5270;MET00005270;20250901;10;2;;10;;2025;9;2025-09;MISTA;158796.63;145619.99;2231.2693;2801.6795;65.26;26948.58;18.5061;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5271;MET00005271;20250901;10;3;;1;;2025;9;2025-09;MISTA;60192.16;53014.47;2478.5821;6385.4659;21.39;14042.97;26.4889;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5272;MET00005272;20250901;10;3;;2;;2025;9;2025-09;MISTA;168165.23;158719.78;2859.6304;4451.4407;55.5;42262.82;26.6273;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5273;MET00005273;20250901;10;3;;3;;2025;9;2025-09;MISTA;93029.52;82242.42;2531.2139;4236.9128;32.49;23069.05;28.0501;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5274;MET00005274;20250901;10;3;;4;;2025;9;2025-09;MISTA;116725.98;112994.29;1670.4245;3425.5898;67.64;41177.87;36.4424;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5275;MET00005275;20250901;10;3;;5;;2025;9;2025-09;MISTA;167341.08;155367.18;1744.9036;2353.0238;89.04;51925.62;33.4212;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5276;MET00005276;20250901;10;3;;6;;2025;9;2025-09;MISTA;26633.66;25017.41;2749.1713;5939.1501;9.1;8091.41;32.3431;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5277;MET00005277;20250901;10;3;;7;;2025;9;2025-09;MISTA;76185.13;69575.32;2003.6773;2916.4971;34.72;17264.26;24.8138;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5278;MET00005278;20250901;10;3;;8;;2025;9;2025-09;MISTA;78048.31;71528.44;2301.1933;3692.6635;31.08;23071.01;32.2543;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5279;MET00005279;20250901;10;3;;9;;2025;9;2025-09;MISTA;160957.59;144438.03;1606.7357;4174.3186;89.9;49881.35;34.5348;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5280;MET00005280;20250901;10;3;;10;;2025;9;2025-09;MISTA;154224.06;142626.61;1983.8891;4980.8624;71.89;41672.37;29.2178;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5281;MET00005281;20250901;10;4;;1;;2025;9;2025-09;MISTA;75705.93;70977.09;1178.9058;2870.7036;60.21;19772.36;27.8574;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5282;MET00005282;20250901;10;4;;2;;2025;9;2025-09;MISTA;53940.02;51238.3;1976.149;2603.1964;25.93;10029.17;19.5736;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5283;MET00005283;20250901;10;4;;3;;2025;9;2025-09;MISTA;124556.76;116695.71;1235.8359;2156.6157;94.43;39847.41;34.1464;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5284;MET00005284;20250901;10;4;;4;;2025;9;2025-09;MISTA;29277.93;26660.26;875.4589;1811.4602;30.45;9543.28;35.7959;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5285;MET00005285;20250901;10;4;;5;;2025;9;2025-09;MISTA;152762.2;138553.29;682.2141;1442.6478;203.09;41881.21;30.2275;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5286;MET00005286;20250901;10;4;;6;;2025;9;2025-09;MISTA;45199.46;42421.57;2382.8047;4258.3101;17.8;15161.57;35.7402;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5287;MET00005287;20250901;10;4;;7;;2025;9;2025-09;MISTA;150586.92;138932.39;2296.1153;2831.9527;60.51;28131.18;20.2481;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5288;MET00005288;20250901;10;4;;8;;2025;9;2025-09;MISTA;118981.88;113826.22;1084.0948;2087.5025;105.0;40920.2;35.9497;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5289;MET00005289;20250901;10;4;;9;;2025;9;2025-09;MISTA;88069.87;81842.47;3185.6824;4237.2478;25.69;15461.59;18.8919;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5290;MET00005290;20250901;10;4;;10;;2025;9;2025-09;MISTA;140764.81;126128.91;1697.0231;2176.1408;74.32;35475.77;28.1266;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5291;MET00005291;20250901;10;5;;1;;2025;9;2025-09;MISTA;121739.73;107868.07;3118.9202;5302.0282;34.59;32731.42;30.3439;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5292;MET00005292;20250901;10;5;;2;;2025;9;2025-09;MISTA;149490.85;141989.31;2012.4393;5275.5065;70.56;36426.15;25.6541;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5293;MET00005293;20250901;10;5;;3;;2025;9;2025-09;MISTA;76944.66;73111.5;648.9772;1764.3768;112.66;15370.34;21.0231;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5294;MET00005294;20250901;10;5;;4;;2025;9;2025-09;MISTA;75501.42;66467.41;938.9604;2405.6077;70.79;22921.86;34.4859;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5295;MET00005295;20250901;10;5;;5;;2025;9;2025-09;MISTA;161321.65;155757.71;590.8456;1141.7474;263.62;48526.97;31.1554;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5296;MET00005296;20250901;10;5;;6;;2025;9;2025-09;MISTA;164388.04;157937.79;2578.0008;6422.4731;61.26;33362.01;21.1235;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5297;MET00005297;20250901;10;5;;7;;2025;9;2025-09;MISTA;64210.36;58677.75;955.252;2301.1493;61.43;18157.57;30.9446;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5298;MET00005298;20250901;10;5;;8;;2025;9;2025-09;MISTA;88919.05;79598.29;1942.6335;4123.34;40.97;15697.43;19.7208;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5299;MET00005299;20250901;10;5;;9;;2025;9;2025-09;MISTA;119031.44;111757.04;1963.7031;2906.4609;56.91;37253.69;33.3345;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5300;MET00005300;20250901;10;5;;10;;2025;9;2025-09;MISTA;178645.95;158937.78;840.8508;1534.3596;189.02;42408.35;26.6824;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5301;MET00005301;20250901;11;1;;1;;2025;9;2025-09;MISTA;44663.64;40312.67;2231.328;3323.4366;18.07;14189.14;35.1977;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5302;MET00005302;20250901;11;1;;2;;2025;9;2025-09;MISTA;127523.49;112275.19;1245.8468;2764.0938;90.12;36395.94;32.4167;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5303;MET00005303;20250901;11;1;;3;;2025;9;2025-09;MISTA;107454.37;101950.77;3438.0407;8719.5073;29.65;30397.02;29.8154;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5304;MET00005304;20250901;11;1;;4;;2025;9;2025-09;MISTA;29168.75;27966.8;1879.1802;3069.0895;14.88;10249.07;36.6473;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5305;MET00005305;20250901;11;1;;5;;2025;9;2025-09;MISTA;95605.94;85808.05;1131.6075;1986.4105;75.83;15566.8;18.1414;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5306;MET00005306;20250901;11;1;;6;;2025;9;2025-09;MISTA;115697.47;105898.13;1367.5283;3041.2555;77.44;39086.46;36.9095;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5307;MET00005307;20250901;11;1;;7;;2025;9;2025-09;MISTA;48837.36;44428.62;2331.0988;6046.9667;19.06;8653.06;19.4763;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5308;MET00005308;20250901;11;1;;8;;2025;9;2025-09;MISTA;125560.11;115143.6;1154.8956;1557.81;99.7;29628.04;25.7314;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5309;MET00005309;20250901;11;1;;9;;2025;9;2025-09;MISTA;65833.85;63754.7;793.8674;1616.387;80.31;13456.45;21.1066;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5310;MET00005310;20250901;11;1;;10;;2025;9;2025-09;MISTA;108934.18;104911.18;691.1834;1328.5178;151.78;39560.33;37.7084;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5311;MET00005311;20250901;11;2;;1;;2025;9;2025-09;MISTA;113510.93;103841.07;3453.4676;7298.6566;30.07;37568.0;36.1784;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5312;MET00005312;20250901;11;2;;2;;2025;9;2025-09;MISTA;50630.86;44918.88;2786.2815;3694.466;16.12;10776.33;23.9906;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5313;MET00005313;20250901;11;2;;3;;2025;9;2025-09;MISTA;48939.22;45338.33;1304.9671;1961.7164;34.74;10121.08;22.3235;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5314;MET00005314;20250901;11;2;;4;;2025;9;2025-09;MISTA;41605.37;36900.94;2008.9217;3386.2491;18.37;12465.61;33.7813;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5315;MET00005315;20250901;11;2;;5;;2025;9;2025-09;MISTA;147214.46;142653.46;965.7055;1495.4489;147.72;47857.3;33.5479;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5316;MET00005316;20250901;11;2;;6;;2025;9;2025-09;MISTA;116717.76;109445.83;1594.3856;3968.8042;68.64;21781.21;19.9014;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5317;MET00005317;20250901;11;2;;7;;2025;9;2025-09;MISTA;173810.61;166562.12;2232.4903;5392.7179;74.61;35758.11;21.4683;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5318;MET00005318;20250901;11;2;;8;;2025;9;2025-09;MISTA;96467.05;85409.18;1194.9122;2105.6042;71.48;23922.3;28.0091;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5319;MET00005319;20250901;11;2;;9;;2025;9;2025-09;MISTA;124561.69;110974.94;2745.732;3296.0005;40.42;23093.9;20.81;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5320;MET00005320;20250901;11;2;;10;;2025;9;2025-09;MISTA;132843.69;125400.1;2487.3096;6842.5367;50.42;46868.92;37.3755;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5321;MET00005321;20250901;11;3;;1;;2025;9;2025-09;MISTA;120863.78;112361.35;857.4607;1957.9076;131.04;20794.09;18.5064;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5322;MET00005322;20250901;11;3;;2;;2025;9;2025-09;MISTA;58661.39;51667.63;1482.4562;4073.9127;34.85;13414.06;25.9622;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5323;MET00005323;20250901;11;3;;3;;2025;9;2025-09;MISTA;124110.47;110527.17;2901.4342;6228.5926;38.09;39809.93;36.0182;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5324;MET00005324;20250901;11;3;;4;;2025;9;2025-09;MISTA;119068.94;104897.75;2471.3377;5005.26;42.45;19545.68;18.6331;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5325;MET00005325;20250901;11;3;;5;;2025;9;2025-09;MISTA;65724.47;62922.95;629.021;1308.1953;100.03;15470.39;24.5862;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5326;MET00005326;20250901;11;3;;6;;2025;9;2025-09;MISTA;131895.93;127526.01;2310.5335;4025.3263;55.19;25855.26;20.2745;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5327;MET00005327;20250901;11;3;;7;;2025;9;2025-09;MISTA;168263.75;150947.41;2135.302;4724.9062;70.69;48723.94;32.2788;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5328;MET00005328;20250901;11;3;;8;;2025;9;2025-09;MISTA;98936.85;95787.93;1022.2043;2603.6867;93.71;35005.41;36.5447;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5329;MET00005329;20250901;11;3;;9;;2025;9;2025-09;MISTA;103339.86;92916.82;2836.9681;4165.5681;32.75;26873.63;28.9222;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5330;MET00005330;20250901;11;3;;10;;2025;9;2025-09;MISTA;49706.66;45387.13;1605.4584;3016.1688;28.27;11870.39;26.1536;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5331;MET00005331;20250901;11;4;;1;;2025;9;2025-09;MISTA;47747.05;44372.17;569.4607;1261.8691;77.92;8760.75;19.7438;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5332;MET00005332;20250901;11;4;;2;;2025;9;2025-09;MISTA;33993.55;31927.46;1726.1272;2633.3789;18.5;9310.78;29.1623;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5333;MET00005333;20250901;11;4;;3;;2025;9;2025-09;MISTA;45568.94;44051.12;1449.8267;3057.5834;30.38;8892.63;20.1871;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5334;MET00005334;20250901;11;4;;4;;2025;9;2025-09;MISTA;55910.63;51718.96;3132.5387;5371.0855;16.51;13057.07;25.2462;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5335;MET00005335;20250901;11;4;;5;;2025;9;2025-09;MISTA;162773.67;152855.86;3277.9897;7802.9104;46.63;51234.54;33.5182;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5336;MET00005336;20250901;11;4;;6;;2025;9;2025-09;MISTA;54285.38;49266.96;2319.8677;4513.7374;21.24;15893.75;32.2605;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5337;MET00005337;20250901;11;4;;7;;2025;9;2025-09;MISTA;59110.55;57170.9;985.369;1576.1426;58.02;14326.08;25.0583;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5338;MET00005338;20250901;11;4;;8;;2025;9;2025-09;MISTA;129506.47;116303.23;1043.4713;1451.815;111.46;43785.62;37.6478;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5339;MET00005339;20250901;11;4;;9;;2025;9;2025-09;MISTA;129566.4;120285.14;1161.2853;2277.4003;103.58;28295.52;23.5237;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5340;MET00005340;20250901;11;4;;10;;2025;9;2025-09;MISTA;26614.12;25077.3;2430.9641;3541.7309;10.32;9161.79;36.5342;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5341;MET00005341;20250901;11;5;;1;;2025;9;2025-09;MISTA;35116.14;31605.79;2206.4338;6165.272;14.32;8821.82;27.912;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5342;MET00005342;20250901;11;5;;2;;2025;9;2025-09;MISTA;28564.62;25979.54;1638.8993;4237.4599;15.85;6150.0;23.6725;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5343;MET00005343;20250901;11;5;;3;;2025;9;2025-09;MISTA;44654.58;41338.11;669.084;1297.8822;61.78;12183.46;29.4727;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5344;MET00005344;20250901;11;5;;4;;2025;9;2025-09;MISTA;82104.08;78855.86;583.7352;1447.3417;135.09;24901.72;31.5788;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5345;MET00005345;20250901;11;5;;5;;2025;9;2025-09;MISTA;38402.19;36497.28;3280.7931;8266.0638;11.12;6729.96;18.4396;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5346;MET00005346;20250901;11;5;;6;;2025;9;2025-09;MISTA;129717.46;114933.88;2971.8502;8042.0081;38.67;43082.57;37.4847;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5347;MET00005347;20250901;11;5;;7;;2025;9;2025-09;MISTA;78331.94;69089.61;2973.8689;7902.0128;23.23;20336.07;29.4343;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5348;MET00005348;20250901;11;5;;8;;2025;9;2025-09;MISTA;46511.39;44225.38;729.0299;1796.9375;60.66;11054.27;24.9953;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5349;MET00005349;20250901;11;5;;9;;2025;9;2025-09;MISTA;87755.44;77785.32;1739.4509;4542.3246;44.72;23005.9;29.5761;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5350;MET00005350;20250901;11;5;;10;;2025;9;2025-09;MISTA;68552.76;65095.09;3104.5547;6923.3965;20.97;19944.53;30.6391;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5351;MET00005351;20250901;12;1;;1;;2025;9;2025-09;MISTA;166229.81;157066.41;2185.4746;5201.5428;71.87;56348.67;35.8757;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5352;MET00005352;20250901;12;1;;2;;2025;9;2025-09;MISTA;164766.45;150547.89;2739.0566;7101.9322;54.96;52771.77;35.0531;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5353;MET00005353;20250901;12;1;;3;;2025;9;2025-09;MISTA;28161.55;25095.92;3492.3129;4568.1895;7.19;7268.6;28.9633;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5354;MET00005354;20250901;12;1;;4;;2025;9;2025-09;MISTA;49300.83;47417.15;1054.0789;2156.1748;44.98;14455.48;30.4858;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5355;MET00005355;20250901;12;1;;5;;2025;9;2025-09;MISTA;122201.9;111767.17;1093.3431;1499.6672;102.23;25197.3;22.5445;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5356;MET00005356;20250901;12;1;;6;;2025;9;2025-09;MISTA;152061.25;143947.0;1359.556;3587.6462;105.88;45795.81;31.8144;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5357;MET00005357;20250901;12;1;;7;;2025;9;2025-09;MISTA;112018.25;100996.94;1788.5381;2605.4506;56.47;32336.6;32.0174;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5358;MET00005358;20250901;12;1;;8;;2025;9;2025-09;MISTA;116768.55;109385.64;1384.2084;3180.3236;79.02;27352.22;25.0053;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5359;MET00005359;20250901;12;1;;9;;2025;9;2025-09;MISTA;94904.29;85466.28;1389.4302;3490.6652;61.51;28804.23;33.7024;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5360;MET00005360;20250901;12;1;;10;;2025;9;2025-09;MISTA;98833.99;90446.1;1473.0539;2991.367;61.4;18780.6;20.7644;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5361;MET00005361;20250901;12;2;;1;;2025;9;2025-09;MISTA;74115.01;71436.68;1532.2363;2697.7533;46.62;17158.03;24.0185;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5362;MET00005362;20250901;12;2;;2;;2025;9;2025-09;MISTA;49026.23;47303.63;790.8054;1031.4551;59.82;11756.54;24.8534;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5363;MET00005363;20250901;12;2;;3;;2025;9;2025-09;MISTA;44283.62;40268.01;2071.2331;5149.7622;19.44;11130.31;27.6406;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5364;MET00005364;20250901;12;2;;4;;2025;9;2025-09;MISTA;30471.78;26922.0;770.1613;1145.6866;34.96;8357.03;31.0416;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5365;MET00005365;20250901;12;2;;5;;2025;9;2025-09;MISTA;77397.03;68290.55;1726.7945;4084.1259;39.55;17315.68;25.3559;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5366;MET00005366;20250901;12;2;;6;;2025;9;2025-09;MISTA;31767.9;30482.99;1326.1617;3536.4918;22.99;7442.83;24.4163;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5367;MET00005367;20250901;12;2;;7;;2025;9;2025-09;MISTA;178916.58;164567.45;1717.3731;3901.2797;95.83;45128.29;27.4224;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5368;MET00005368;20250901;12;2;;8;;2025;9;2025-09;MISTA;38485.01;35867.18;1445.629;3835.1121;24.81;6524.85;18.1917;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5369;MET00005369;20250901;12;2;;9;;2025;9;2025-09;MISTA;105171.04;97014.75;3023.1417;6623.4574;32.09;32801.92;33.8113;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5370;MET00005370;20250901;12;2;;10;;2025;9;2025-09;MISTA;135058.73;129390.05;3483.3664;7558.3328;37.15;45517.22;35.1783;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5371;MET00005371;20250901;12;3;;1;;2025;9;2025-09;MISTA;90588.4;80649.94;855.346;1930.9769;94.29;20785.74;25.7728;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5372;MET00005372;20250901;12;3;;2;;2025;9;2025-09;MISTA;105514.83;100464.44;2482.88;6199.7763;40.46;29074.3;28.9399;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5373;MET00005373;20250901;12;3;;3;;2025;9;2025-09;MISTA;171997.75;152697.54;2501.7391;6070.4087;61.04;50603.8;33.1399;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5374;MET00005374;20250901;12;3;;4;;2025;9;2025-09;MISTA;79922.11;70980.53;1705.5484;3839.4719;41.62;21137.48;29.7793;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5375;MET00005375;20250901;12;3;;5;;2025;9;2025-09;MISTA;68804.55;61118.08;2615.0939;5324.3461;23.37;15336.16;25.0927;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5376;MET00005376;20250901;12;3;;6;;2025;9;2025-09;MISTA;46798.96;43545.87;1989.6175;2995.2751;21.89;10463.1;24.0278;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5377;MET00005377;20250901;12;3;;7;;2025;9;2025-09;MISTA;153719.22;137143.27;1241.7222;1987.6308;110.45;48898.07;35.6547;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5378;MET00005378;20250901;12;3;;8;;2025;9;2025-09;MISTA;118691.97;109076.64;1430.4856;3092.1091;76.25;38510.03;35.3055;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5379;MET00005379;20250901;12;3;;9;;2025;9;2025-09;MISTA;81001.45;72681.59;861.5918;1365.0009;84.36;25530.46;35.1264;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5380;MET00005380;20250901;12;3;;10;;2025;9;2025-09;MISTA;151687.23;134396.99;635.8468;1263.0365;211.37;27411.94;20.3962;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5381;MET00005381;20250901;12;4;;1;;2025;9;2025-09;MISTA;102657.2;98840.58;813.4996;1451.1025;121.5;29764.02;30.1132;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5382;MET00005382;20250901;12;4;;2;;2025;9;2025-09;MISTA;88554.9;84282.37;1140.8832;2646.544;73.87;22408.5;26.5874;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5383;MET00005383;20250901;12;4;;3;;2025;9;2025-09;MISTA;85721.65;79750.75;503.7862;1385.1688;158.3;23074.82;28.9337;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5384;MET00005384;20250901;12;4;;4;;2025;9;2025-09;MISTA;119434.72;108264.61;1512.4758;3204.3799;71.58;28319.24;26.1574;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5385;MET00005385;20250901;12;4;;5;;2025;9;2025-09;MISTA;178438.96;165112.56;697.4678;1257.6452;236.73;31129.89;18.8537;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5386;MET00005386;20250901;12;4;;6;;2025;9;2025-09;MISTA;101307.26;94362.29;1934.6855;2604.3728;48.77;31135.53;32.9957;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
5387;MET00005387;20250901;12;4;;7;;2025;9;2025-09;MISTA;25659.37;23456.6;977.5917;1224.8787;23.99;4545.52;19.3784;2025-09-01;2025-09-30;S;2026-07-01 10:00:00;
