SK_FATO_RUPTURA;ID_RUPTURA_ORIGEM;SK_TEMPO;SK_PRODUTO;SK_LOJA;SK_MOTIVO_RUPTURA;QTD_ESTOQUE_ESPERADO;QTD_ESTOQUE_DISPONIVEL;QTD_RUPTURA;DIAS_RUPTURA;VALOR_VENDA_PERDIDA;FL_RUPTURA;DATA_CARGA;DATA_ATUALIZACAO_DW
831;RUP00000831;20251220;105;10;6;45;0;45;5.38;6083.08;S;2026-07-01 10:00:00;
832;RUP00000832;20251021;20;3;2;24;0;24;2.91;168.12;S;2026-07-01 10:00:00;
833;RUP00000833;20251109;82;8;8;24;0;24;3.24;320.22;S;2026-07-01 10:00:00;
834;RUP00000834;20251202;56;2;6;11;0;11;1.17;974.7;S;2026-07-01 10:00:00;
835;RUP00000835;20251228;39;9;2;17;0;17;5.92;2161.01;S;2026-07-01 10:00:00;
836;RUP00000836;20251009;58;8;6;36;0;36;1.65;1242.16;S;2026-07-01 10:00:00;
837;RUP00000837;20251027;18;3;5;25;0;25;6.27;1094.54;S;2026-07-01 10:00:00;
838;RUP00000838;20251130;108;7;5;19;0;19;1.07;1173.82;S;2026-07-01 10:00:00;
839;RUP00000839;20251106;106;6;6;16;0;16;1.17;1886.06;S;2026-07-01 10:00:00;
840;RUP00000840;20251114;46;1;6;29;0;29;5.0;3045.24;S;2026-07-01 10:00:00;
841;RUP00000841;20251027;60;11;5;29;0;29;6.54;2262.78;S;2026-07-01 10:00:00;
842;RUP00000842;20251107;81;7;1;28;0;28;4.82;2444.52;S;2026-07-01 10:00:00;
843;RUP00000843;20251114;97;10;8;28;0;28;4.45;596.47;S;2026-07-01 10:00:00;
844;RUP00000844;20251113;86;3;3;37;0;37;1.39;1808.21;S;2026-07-01 10:00:00;
845;RUP00000845;20251101;8;11;3;41;0;41;5.06;184.41;S;2026-07-01 10:00:00;
846;RUP00000846;20251213;75;4;8;39;0;39;5.9;3204.97;S;2026-07-01 10:00:00;
847;RUP00000847;20251120;7;6;3;35;0;35;4.78;880.42;S;2026-07-01 10:00:00;
848;RUP00000848;20251231;87;11;6;25;0;25;3.06;3944.69;S;2026-07-01 10:00:00;
849;RUP00000849;20251125;77;4;4;44;0;44;6.1;1454.34;S;2026-07-01 10:00:00;
850;RUP00000850;20251008;91;9;8;41;0;41;6.16;2115.9;S;2026-07-01 10:00:00;
851;RUP00000851;20251224;30;1;7;24;0;24;1.41;1286.48;S;2026-07-01 10:00:00;
852;RUP00000852;20251202;118;12;1;20;0;20;4.15;2374.33;S;2026-07-01 10:00:00;
853;RUP00000853;20251110;110;7;8;14;0;14;3.46;303.52;S;2026-07-01 10:00:00;
854;RUP00000854;20251218;110;7;8;28;0;28;5.85;555.08;S;2026-07-01 10:00:00;
855;RUP00000855;20251115;8;8;4;16;0;16;3.81;72.89;S;2026-07-01 10:00:00;
856;RUP00000856;20251105;26;12;7;37;0;37;2.26;756.82;S;2026-07-01 10:00:00;
857;RUP00000857;20251009;79;7;7;24;0;24;2.8;573.24;S;2026-07-01 10:00:00;
858;RUP00000858;20251018;88;8;8;40;0;40;3.27;2998.38;S;2026-07-01 10:00:00;
859;RUP00000859;20251008;12;5;5;10;0;10;3.05;48.04;S;2026-07-01 10:00:00;
860;RUP00000860;20251126;103;3;8;45;0;45;6.78;4119.8;S;2026-07-01 10:00:00;
861;RUP00000861;20251211;61;5;7;19;0;19;2.29;2793.07;S;2026-07-01 10:00:00;
862;RUP00000862;20251104;31;6;3;30;0;30;2.04;1504.12;S;2026-07-01 10:00:00;
863;RUP00000863;20251107;35;4;6;14;0;14;3.25;932.41;S;2026-07-01 10:00:00;
864;RUP00000864;20251211;36;1;4;23;0;23;2.46;3296.07;S;2026-07-01 10:00:00;
865;RUP00000865;20251030;8;7;4;30;0;30;1.89;173.67;S;2026-07-01 10:00:00;
866;RUP00000866;20251023;22;8;6;14;0;14;6.57;663.81;S;2026-07-01 10:00:00;
867;RUP00000867;20251026;39;12;5;11;0;11;6.55;1081.52;S;2026-07-01 10:00:00;
868;RUP00000868;20251127;15;6;7;29;0;29;4.24;285.42;S;2026-07-01 10:00:00;
869;RUP00000869;20251019;71;2;3;38;0;38;6.91;1966.84;S;2026-07-01 10:00:00;
870;RUP00000870;20251213;45;7;8;35;0;35;2.44;2087.72;S;2026-07-01 10:00:00;
871;RUP00000871;20251204;28;4;3;38;0;38;1.26;3338.65;S;2026-07-01 10:00:00;
872;RUP00000872;20251006;81;3;5;35;0;35;5.39;3776.07;S;2026-07-01 10:00:00;
873;RUP00000873;20251222;17;6;6;44;0;44;6.95;2159.19;S;2026-07-01 10:00:00;
874;RUP00000874;20251117;86;6;4;44;0;44;3.1;1947.26;S;2026-07-01 10:00:00;
875;RUP00000875;20251215;95;7;6;23;0;23;4.91;2906.28;S;2026-07-01 10:00:00;
876;RUP00000876;20251217;98;9;6;31;0;31;3.04;1310.19;S;2026-07-01 10:00:00;
877;RUP00000877;20251106;32;4;8;30;0;30;6.64;1036.13;S;2026-07-01 10:00:00;
878;RUP00000878;20251102;10;10;5;44;0;44;6.83;2569.65;S;2026-07-01 10:00:00;
879;RUP00000879;20251027;54;7;7;37;0;37;3.26;309.79;S;2026-07-01 10:00:00;
880;RUP00000880;20251102;46;10;4;26;0;26;5.93;2423.6;S;2026-07-01 10:00:00;
881;RUP00000881;20251119;42;10;8;42;0;42;5.85;2479.44;S;2026-07-01 10:00:00;
882;RUP00000882;20251221;64;11;6;20;0;20;6.02;1721.52;S;2026-07-01 10:00:00;
883;RUP00000883;20251115;69;12;8;33;0;33;2.91;1396.99;S;2026-07-01 10:00:00;
884;RUP00000884;20251217;118;8;5;17;0;17;5.54;1460.01;S;2026-07-01 10:00:00;
885;RUP00000885;20251102;118;12;2;43;0;43;4.79;3463.44;S;2026-07-01 10:00:00;
886;RUP00000886;20251005;29;3;7;22;0;22;2.5;764.6;S;2026-07-01 10:00:00;
887;RUP00000887;20251229;9;9;4;25;0;25;5.39;1113.33;S;2026-07-01 10:00:00;
888;RUP00000888;20251018;111;4;6;40;0;40;4.69;3370.45;S;2026-07-01 10:00:00;
889;RUP00000889;20251219;58;10;6;18;0;18;2.79;761.15;S;2026-07-01 10:00:00;
890;RUP00000890;20251020;111;8;8;10;0;10;1.7;585.1;S;2026-07-01 10:00:00;
891;RUP00000891;20251013;73;9;2;44;0;44;2.07;3013.5;S;2026-07-01 10:00:00;
892;RUP00000892;20251120;69;1;7;44;0;44;4.08;2229.37;S;2026-07-01 10:00:00;
893;RUP00000893;20251029;2;1;8;39;0;39;5.5;3095.02;S;2026-07-01 10:00:00;
894;RUP00000894;20251102;19;11;7;20;0;20;6.44;1709.45;S;2026-07-01 10:00:00;
895;RUP00000895;20251004;31;11;2;35;0;35;5.11;1543.96;S;2026-07-01 10:00:00;
896;RUP00000896;20251224;9;6;4;31;0;31;2.63;1435.12;S;2026-07-01 10:00:00;
897;RUP00000897;20251119;80;5;3;32;0;32;4.38;2155.17;S;2026-07-01 10:00:00;
898;RUP00000898;20251217;7;5;3;28;0;28;2.82;1070.87;S;2026-07-01 10:00:00;
899;RUP00000899;20251128;107;1;3;26;0;26;4.94;1193.85;S;2026-07-01 10:00:00;
900;RUP00000900;20251221;85;11;3;27;0;27;6.23;4442.81;S;2026-07-01 10:00:00;
901;RUP00000901;20251214;113;3;1;22;0;22;4.41;1092.97;S;2026-07-01 10:00:00;
902;RUP00000902;20251025;112;6;5;21;0;21;2.3;1536.75;S;2026-07-01 10:00:00;
903;RUP00000903;20251009;119;6;8;20;0;20;3.33;230.65;S;2026-07-01 10:00:00;
904;RUP00000904;20251003;11;10;1;40;0;40;5.56;4673.11;S;2026-07-01 10:00:00;
905;RUP00000905;20251007;98;11;8;19;0;19;2.52;1035.39;S;2026-07-01 10:00:00;
906;RUP00000906;20251028;118;3;6;26;0;26;3.94;2262.16;S;2026-07-01 10:00:00;
907;RUP00000907;20251008;14;7;5;44;0;44;1.93;310.47;S;2026-07-01 10:00:00;
908;RUP00000908;20251213;30;8;7;43;0;43;3.69;2016.35;S;2026-07-01 10:00:00;
909;RUP00000909;20251125;15;6;7;38;0;38;6.58;520.29;S;2026-07-01 10:00:00;
910;RUP00000910;20251202;36;4;4;30;0;30;6.14;3967.57;S;2026-07-01 10:00:00;
911;RUP00000911;20251010;78;2;3;14;0;14;6.25;957.94;S;2026-07-01 10:00:00;
912;RUP00000912;20251123;7;10;2;37;0;37;1.21;1298.51;S;2026-07-01 10:00:00;
913;RUP00000913;20251223;40;5;7;32;0;32;1.37;1773.19;S;2026-07-01 10:00:00;
914;RUP00000914;20251215;101;10;8;11;0;11;5.04;638.38;S;2026-07-01 10:00:00;
915;RUP00000915;20251222;101;2;5;19;0;19;5.24;1554.08;S;2026-07-01 10:00:00;
916;RUP00000916;20251006;51;1;7;42;0;42;3.94;625.13;S;2026-07-01 10:00:00;
917;RUP00000917;20251016;46;7;3;38;0;38;6.24;4240.17;S;2026-07-01 10:00:00;
918;RUP00000918;20251113;56;2;2;44;0;44;2.7;5464.15;S;2026-07-01 10:00:00;
919;RUP00000919;20251020;3;8;8;36;0;36;3.09;2432.93;S;2026-07-01 10:00:00;
920;RUP00000920;20251122;99;5;3;25;0;25;6.64;3319.34;S;2026-07-01 10:00:00;
921;RUP00000921;20251204;74;1;4;41;0;41;4.78;1292.04;S;2026-07-01 10:00:00;
922;RUP00000922;20251109;69;12;1;12;0;12;3.72;750.93;S;2026-07-01 10:00:00;
923;RUP00000923;20251201;50;6;2;19;0;19;1.24;119.57;S;2026-07-01 10:00:00;
924;RUP00000924;20251102;5;11;2;42;0;42;3.35;1403.01;S;2026-07-01 10:00:00;
925;RUP00000925;20251014;41;9;8;35;0;35;2.51;481.64;S;2026-07-01 10:00:00;
926;RUP00000926;20251116;22;12;3;38;0;38;4.71;1303.72;S;2026-07-01 10:00:00;
927;RUP00000927;20251225;81;6;5;43;0;43;4.15;3333.53;S;2026-07-01 10:00:00;
928;RUP00000928;20251011;21;10;1;45;0;45;5.05;3490.41;S;2026-07-01 10:00:00;
929;RUP00000929;20251022;20;2;8;36;0;36;6.73;342.4;S;2026-07-01 10:00:00;
930;RUP00000930;20251218;59;1;7;23;0;23;6.81;468.17;S;2026-07-01 10:00:00;
931;RUP00000931;20251115;62;4;6;42;0;42;4.97;4677.55;S;2026-07-01 10:00:00;
932;RUP00000932;20251215;4;2;3;45;0;45;5.72;2709.15;S;2026-07-01 10:00:00;
933;RUP00000933;20251030;65;4;5;17;0;17;3.37;806.98;S;2026-07-01 10:00:00;
934;RUP00000934;20251115;55;12;1;24;0;24;3.9;2655.17;S;2026-07-01 10:00:00;
935;RUP00000935;20251009;112;11;2;43;0;43;2.5;2198.87;S;2026-07-01 10:00:00;
936;RUP00000936;20251006;81;7;8;20;0;20;3.37;1439.0;S;2026-07-01 10:00:00;
937;RUP00000937;20251129;83;9;2;10;0;10;5.73;306.99;S;2026-07-01 10:00:00;
938;RUP00000938;20251015;57;4;3;42;0;42;4.95;1995.46;S;2026-07-01 10:00:00;
939;RUP00000939;20251005;16;10;5;21;0;21;5.03;1548.43;S;2026-07-01 10:00:00;
940;RUP00000940;20251011;94;9;4;31;0;31;1.21;3431.51;S;2026-07-01 10:00:00;
941;RUP00000941;20251030;43;10;6;29;0;29;3.21;3511.9;S;2026-07-01 10:00:00;
942;RUP00000942;20251228;97;3;1;32;0;32;6.41;540.52;S;2026-07-01 10:00:00;
943;RUP00000943;20251016;26;9;4;42;0;42;5.13;624.89;S;2026-07-01 10:00:00;
944;RUP00000944;20251023;61;9;3;23;0;23;2.59;4170.31;S;2026-07-01 10:00:00;
945;RUP00000945;20251111;60;2;5;26;0;26;4.32;2466.99;S;2026-07-01 10:00:00;
946;RUP00000946;20251116;92;11;6;31;0;31;2.08;74.28;S;2026-07-01 10:00:00;
947;RUP00000947;20251016;56;11;2;12;0;12;2.7;1443.06;S;2026-07-01 10:00:00;
948;RUP00000948;20251226;106;3;8;27;0;27;3.27;3038.9;S;2026-07-01 10:00:00;
949;RUP00000949;20251113;20;8;7;43;0;43;1.91;254.81;S;2026-07-01 10:00:00;
950;RUP00000950;20251213;32;2;4;26;0;26;6.57;1303.79;S;2026-07-01 10:00:00;
951;RUP00000951;20251015;15;6;2;13;0;13;4.77;189.96;S;2026-07-01 10:00:00;
952;RUP00000952;20251214;46;9;7;22;0;22;2.39;2771.12;S;2026-07-01 10:00:00;
953;RUP00000953;20251106;26;7;8;20;0;20;4.72;437.3;S;2026-07-01 10:00:00;
954;RUP00000954;20251217;33;9;1;35;0;35;5.49;607.75;S;2026-07-01 10:00:00;
955;RUP00000955;20251102;3;12;8;11;0;11;3.28;829.88;S;2026-07-01 10:00:00;
956;RUP00000956;20251111;48;7;1;39;0;39;2.09;765.06;S;2026-07-01 10:00:00;
957;RUP00000957;20251210;45;7;8;27;0;27;3.73;1511.52;S;2026-07-01 10:00:00;
958;RUP00000958;20251221;22;8;1;39;0;39;3.62;1470.68;S;2026-07-01 10:00:00;
959;RUP00000959;20251204;26;4;6;33;0;33;1.7;636.42;S;2026-07-01 10:00:00;
960;RUP00000960;20251108;50;8;3;32;0;32;6.68;238.29;S;2026-07-01 10:00:00;
961;RUP00000961;20251105;101;8;3;26;0;26;3.29;1893.27;S;2026-07-01 10:00:00;
962;RUP00000962;20251102;116;5;8;17;0;17;6.6;1521.79;S;2026-07-01 10:00:00;
963;RUP00000963;20251229;120;11;3;24;0;24;4.2;2545.39;S;2026-07-01 10:00:00;
964;RUP00000964;20251102;62;4;7;15;0;15;2.55;1835.44;S;2026-07-01 10:00:00;
965;RUP00000965;20251017;43;6;5;16;0;16;1.63;1932.27;S;2026-07-01 10:00:00;
966;RUP00000966;20251218;108;4;5;25;0;25;3.64;2258.2;S;2026-07-01 10:00:00;
967;RUP00000967;20251129;94;12;3;30;0;30;4.6;3042.24;S;2026-07-01 10:00:00;
968;RUP00000968;20251113;38;11;4;13;0;13;3.72;961.1;S;2026-07-01 10:00:00;
969;RUP00000969;20251008;60;9;5;16;0;16;4.6;1809.3;S;2026-07-01 10:00:00;
970;RUP00000970;20251108;39;4;5;21;0;21;2.14;1980.22;S;2026-07-01 10:00:00;
971;RUP00000971;20251118;99;12;2;38;0;38;4.02;4327.15;S;2026-07-01 10:00:00;
972;RUP00000972;20251010;73;11;4;18;0;18;2.1;739.78;S;2026-07-01 10:00:00;
973;RUP00000973;20251212;53;7;3;27;0;27;5.74;3043.62;S;2026-07-01 10:00:00;
974;RUP00000974;20251004;20;9;4;38;0;38;5.57;227.39;S;2026-07-01 10:00:00;
975;RUP00000975;20251230;6;3;3;28;0;28;3.33;2406.38;S;2026-07-01 10:00:00;
976;RUP00000976;20251029;7;4;2;39;0;39;1.87;1377.27;S;2026-07-01 10:00:00;
977;RUP00000977;20251230;76;3;4;40;0;40;4.57;2791.66;S;2026-07-01 10:00:00;
978;RUP00000978;20251219;37;9;2;43;0;43;1.99;3267.74;S;2026-07-01 10:00:00;
979;RUP00000979;20251007;13;9;4;14;0;14;2.31;264.75;S;2026-07-01 10:00:00;
980;RUP00000980;20251027;106;10;2;41;0;41;2.5;4282.25;S;2026-07-01 10:00:00;
981;RUP00000981;20251216;99;5;6;11;0;11;6.7;986.37;S;2026-07-01 10:00:00;
982;RUP00000982;20251030;17;12;1;41;0;41;4.53;1979.19;S;2026-07-01 10:00:00;
983;RUP00000983;20251203;31;8;1;23;0;23;6.73;866.11;S;2026-07-01 10:00:00;
984;RUP00000984;20251016;105;6;8;42;0;42;6.32;4596.58;S;2026-07-01 10:00:00;
985;RUP00000985;20251231;52;3;4;10;0;10;3.33;283.69;S;2026-07-01 10:00:00;
986;RUP00000986;20251219;112;2;8;28;0;28;5.35;1921.98;S;2026-07-01 10:00:00;
987;RUP00000987;20251025;111;3;3;36;0;36;3.71;3056.5;S;2026-07-01 10:00:00;
988;RUP00000988;20251017;50;5;7;19;0;19;1.79;114.04;S;2026-07-01 10:00:00;
989;RUP00000989;20251225;89;5;7;40;0;40;2.08;3080.69;S;2026-07-01 10:00:00;
990;RUP00000990;20251229;86;9;2;45;0;45;4.43;1727.14;S;2026-07-01 10:00:00;
991;RUP00000991;20251109;59;2;6;44;0;44;6.14;1176.79;S;2026-07-01 10:00:00;
992;RUP00000992;20251023;79;4;4;13;0;13;4.15;299.32;S;2026-07-01 10:00:00;
993;RUP00000993;20251106;29;4;3;23;0;23;2.75;1138.68;S;2026-07-01 10:00:00;
994;RUP00000994;20251016;67;5;8;26;0;26;1.7;916.5;S;2026-07-01 10:00:00;
995;RUP00000995;20251014;88;8;1;26;0;26;5.84;3555.0;S;2026-07-01 10:00:00;
996;RUP00000996;20251225;30;8;2;37;0;37;3.78;2955.89;S;2026-07-01 10:00:00;
997;RUP00000997;20251026;22;10;4;38;0;38;5.69;1284.05;S;2026-07-01 10:00:00;
998;RUP00000998;20251123;113;7;2;20;0;20;5.48;1861.52;S;2026-07-01 10:00:00;
999;RUP00000999;20251111;112;10;2;18;0;18;2.19;1109.3;S;2026-07-01 10:00:00;
1000;RUP00001000;20251116;50;2;1;11;0;11;4.96;90.91;S;2026-07-01 10:00:00;
1001;RUP00001001;20251012;74;8;8;11;0;11;2.93;292.63;S;2026-07-01 10:00:00;
1002;RUP00001002;20251222;88;7;3;13;0;13;6.73;949.45;S;2026-07-01 10:00:00;
1003;RUP00001003;20251019;120;10;3;18;0;18;3.51;1601.42;S;2026-07-01 10:00:00;
1004;RUP00001004;20251129;53;12;2;12;0;12;4.01;1339.51;S;2026-07-01 10:00:00;
1005;RUP00001005;20251230;113;1;2;22;0;22;3.12;1409.25;S;2026-07-01 10:00:00;
1006;RUP00001006;20251126;72;9;1;14;0;14;1.86;360.08;S;2026-07-01 10:00:00;
1007;RUP00001007;20251116;102;10;8;10;0;10;2.36;685.32;S;2026-07-01 10:00:00;
1008;RUP00001008;20251030;104;9;3;34;0;34;4.53;377.82;S;2026-07-01 10:00:00;
1009;RUP00001009;20251009;8;2;5;13;0;13;3.84;63.41;S;2026-07-01 10:00:00;
1010;RUP00001010;20251204;29;12;7;40;0;40;5.35;2159.25;S;2026-07-01 10:00:00;
1011;RUP00001011;20251205;113;5;5;14;0;14;3.75;887.84;S;2026-07-01 10:00:00;
1012;RUP00001012;20251029;15;8;1;43;0;43;6.93;520.55;S;2026-07-01 10:00:00;
1013;RUP00001013;20251130;69;7;1;16;0;16;6.77;1085.23;S;2026-07-01 10:00:00;
1014;RUP00001014;20251009;18;10;3;25;0;25;6.02;1700.71;S;2026-07-01 10:00:00;
1015;RUP00001015;20251114;61;5;2;43;0;43;3.62;6491.8;S;2026-07-01 10:00:00;
1016;RUP00001016;20251107;80;4;8;16;0;16;3.25;1765.27;S;2026-07-01 10:00:00;
1017;RUP00001017;20251120;50;2;2;43;0;43;3.39;303.84;S;2026-07-01 10:00:00;
1018;RUP00001018;20251117;112;9;6;10;0;10;2.05;815.33;S;2026-07-01 10:00:00;
1019;RUP00001019;20251126;5;8;2;17;0;17;5.91;595.1;S;2026-07-01 10:00:00;
1020;RUP00001020;20251110;101;7;8;15;0;15;2.3;1196.48;S;2026-07-01 10:00:00;
1021;RUP00001021;20251216;72;12;3;39;0;39;5.53;863.74;S;2026-07-01 10:00:00;
1022;RUP00001022;20251101;59;6;1;11;0;11;5.72;323.1;S;2026-07-01 10:00:00;
1023;RUP00001023;20251113;26;2;8;35;0;35;3.01;711.03;S;2026-07-01 10:00:00;
1024;RUP00001024;20251020;111;5;1;15;0;15;1.86;1211.47;S;2026-07-01 10:00:00;
1025;RUP00001025;20251014;92;6;8;24;0;24;3.88;74.27;S;2026-07-01 10:00:00;
1026;RUP00001026;20251013;24;6;4;32;0;32;4.27;3728.82;S;2026-07-01 10:00:00;
1027;RUP00001027;20251027;102;2;5;13;0;13;3.37;722.45;S;2026-07-01 10:00:00;
1028;RUP00001028;20251007;11;2;6;38;0;38;1.58;5134.97;S;2026-07-01 10:00:00;
1029;RUP00001029;20251030;110;1;8;12;0;12;1.11;144.11;S;2026-07-01 10:00:00;
1030;RUP00001030;20251122;99;6;7;16;0;16;3.13;1844.99;S;2026-07-01 10:00:00;
1031;RUP00001031;20251125;26;12;5;33;0;33;2.28;687.06;S;2026-07-01 10:00:00;
1032;RUP00001032;20251014;76;8;4;28;0;28;1.99;2743.94;S;2026-07-01 10:00:00;
1033;RUP00001033;20251120;112;2;3;26;0;26;5.67;1386.04;S;2026-07-01 10:00:00;
1034;RUP00001034;20251227;16;11;8;27;0;27;5.96;1577.05;S;2026-07-01 10:00:00;
1035;RUP00001035;20251117;30;7;3;16;0;16;3.49;1195.78;S;2026-07-01 10:00:00;
1036;RUP00001036;20251004;104;3;3;35;0;35;6.82;541.21;S;2026-07-01 10:00:00;
1037;RUP00001037;20251107;7;5;4;35;0;35;3.41;1143.44;S;2026-07-01 10:00:00;
1038;RUP00001038;20251008;31;2;4;38;0;38;3.37;1718.88;S;2026-07-01 10:00:00;
1039;RUP00001039;20251217;86;1;4;21;0;21;1.3;973.16;S;2026-07-01 10:00:00;
1040;RUP00001040;20251225;2;7;2;35;0;35;2.22;3456.53;S;2026-07-01 10:00:00;
1041;RUP00001041;20251013;83;5;4;23;0;23;3.59;743.41;S;2026-07-01 10:00:00;
1042;RUP00001042;20251112;10;6;1;45;0;45;5.62;2633.65;S;2026-07-01 10:00:00;
1043;RUP00001043;20251124;48;2;7;24;0;24;2.86;466.94;S;2026-07-01 10:00:00;
1044;RUP00001044;20251109;42;6;7;42;0;42;4.93;1911.52;S;2026-07-01 10:00:00;
1045;RUP00001045;20251203;60;6;5;17;0;17;6.62;1849.51;S;2026-07-01 10:00:00;
1046;RUP00001046;20251015;37;2;4;25;0;25;3.85;1745.98;S;2026-07-01 10:00:00;
1047;RUP00001047;20251028;90;4;2;12;0;12;3.85;537.63;S;2026-07-01 10:00:00;
1048;RUP00001048;20251103;56;9;3;38;0;38;6.81;4664.16;S;2026-07-01 10:00:00;
1049;RUP00001049;20251228;49;12;1;11;0;11;1.31;771.62;S;2026-07-01 10:00:00;
1050;RUP00001050;20251029;115;3;4;31;0;31;4.95;3902.03;S;2026-07-01 10:00:00;
1051;RUP00001051;20251212;63;12;3;42;0;42;6.79;2302.88;S;2026-07-01 10:00:00;
1052;RUP00001052;20251129;2;12;4;13;0;13;1.5;906.88;S;2026-07-01 10:00:00;
1053;RUP00001053;20251216;18;11;7;42;0;42;3.18;1641.92;S;2026-07-01 10:00:00;
1054;RUP00001054;20251220;21;10;2;16;0;16;5.61;1494.75;S;2026-07-01 10:00:00;
1055;RUP00001055;20251120;13;5;2;26;0;26;5.27;454.0;S;2026-07-01 10:00:00;
1056;RUP00001056;20251211;44;6;1;29;0;29;5.55;1191.41;S;2026-07-01 10:00:00;
1057;RUP00001057;20251228;33;2;8;11;0;11;4.15;291.38;S;2026-07-01 10:00:00;
1058;RUP00001058;20251221;108;10;3;23;0;23;1.32;1253.98;S;2026-07-01 10:00:00;
1059;RUP00001059;20251218;36;3;3;34;0;34;1.1;6323.99;S;2026-07-01 10:00:00;
1060;RUP00001060;20251029;83;7;2;34;0;34;3.71;1669.01;S;2026-07-01 10:00:00;
1061;RUP00001061;20251129;91;3;8;18;0;18;3.98;1434.07;S;2026-07-01 10:00:00;
1062;RUP00001062;20251205;79;5;4;39;0;39;1.33;1415.63;S;2026-07-01 10:00:00;
1063;RUP00001063;20251213;52;6;1;18;0;18;3.35;754.84;S;2026-07-01 10:00:00;
1064;RUP00001064;20251016;79;10;3;35;0;35;1.56;1036.54;S;2026-07-01 10:00:00;
1065;RUP00001065;20251024;112;7;2;27;0;27;1.6;1562.5;S;2026-07-01 10:00:00;
1066;RUP00001066;20251204;71;10;7;11;0;11;2.82;783.01;S;2026-07-01 10:00:00;
1067;RUP00001067;20251022;38;5;5;15;0;15;2.22;1596.14;S;2026-07-01 10:00:00;
1068;RUP00001068;20251219;37;1;2;21;0;21;3.02;1708.51;S;2026-07-01 10:00:00;
1069;RUP00001069;20251031;12;5;3;30;0;30;1.19;196.34;S;2026-07-01 10:00:00;
1070;RUP00001070;20251027;38;8;3;32;0;32;6.73;2494.78;S;2026-07-01 10:00:00;
1071;RUP00001071;20251228;52;6;3;28;0;28;1.99;1246.23;S;2026-07-01 10:00:00;
1072;RUP00001072;20251206;93;11;6;28;0;28;6.67;2383.0;S;2026-07-01 10:00:00;
1073;RUP00001073;20251118;39;11;5;27;0;27;1.03;2709.71;S;2026-07-01 10:00:00;
1074;RUP00001074;20251204;13;9;6;37;0;37;6.34;827.22;S;2026-07-01 10:00:00;
1075;RUP00001075;20251009;66;4;8;19;0;19;3.65;1726.39;S;2026-07-01 10:00:00;
1076;RUP00001076;20251213;16;8;7;13;0;13;6.11;770.08;S;2026-07-01 10:00:00;
1077;RUP00001077;20251008;66;3;3;41;0;41;5.17;3483.09;S;2026-07-01 10:00:00;
1078;RUP00001078;20251111;6;11;6;13;0;13;6.04;1940.1;S;2026-07-01 10:00:00;
1079;RUP00001079;20251229;62;6;2;33;0;33;5.28;3235.99;S;2026-07-01 10:00:00;
1080;RUP00001080;20251015;38;6;3;29;0;29;1.17;2090.08;S;2026-07-01 10:00:00;
1081;RUP00001081;20251029;5;12;2;34;0;34;4.24;1338.26;S;2026-07-01 10:00:00;
1082;RUP00001082;20251112;115;11;8;45;0;45;6.2;3952.84;S;2026-07-01 10:00:00;
1083;RUP00001083;20251124;61;11;8;25;0;25;1.1;2756.91;S;2026-07-01 10:00:00;
1084;RUP00001084;20251216;60;6;3;39;0;39;4.79;2441.23;S;2026-07-01 10:00:00;
1085;RUP00001085;20251005;120;12;8;26;0;26;5.58;1888.11;S;2026-07-01 10:00:00;
1086;RUP00001086;20251013;40;3;1;17;0;17;4.14;956.45;S;2026-07-01 10:00:00;
1087;RUP00001087;20251003;42;10;8;22;0;22;1.13;1165.36;S;2026-07-01 10:00:00;
1088;RUP00001088;20251121;119;3;5;41;0;41;4.1;604.42;S;2026-07-01 10:00:00;
1089;RUP00001089;20251125;51;2;4;27;0;27;6.9;421.29;S;2026-07-01 10:00:00;
1090;RUP00001090;20251210;36;3;7;18;0;18;1.98;1882.67;S;2026-07-01 10:00:00;
1091;RUP00001091;20251019;71;5;7;19;0;19;6.08;1451.5;S;2026-07-01 10:00:00;
1092;RUP00001092;20251104;93;9;1;42;0;42;1.07;2506.97;S;2026-07-01 10:00:00;
1093;RUP00001093;20251023;15;11;7;33;0;33;1.05;324.72;S;2026-07-01 10:00:00;
1094;RUP00001094;20251111;70;9;4;11;0;11;4.6;1032.59;S;2026-07-01 10:00:00;
1095;RUP00001095;20251127;48;10;6;16;0;16;5.71;415.18;S;2026-07-01 10:00:00;
1096;RUP00001096;20251023;24;5;8;23;0;23;1.58;2830.66;S;2026-07-01 10:00:00;
1097;RUP00001097;20251223;61;12;6;42;0;42;2.62;6200.88;S;2026-07-01 10:00:00;
1098;RUP00001098;20251110;64;5;3;32;0;32;1.01;3054.41;S;2026-07-01 10:00:00;
1099;RUP00001099;20251111;11;12;2;15;0;15;4.75;2153.07;S;2026-07-01 10:00:00;
1100;RUP00001100;20251027;22;1;6;13;0;13;6.89;368.63;S;2026-07-01 10:00:00;
1101;RUP00001101;20251007;61;9;2;39;0;39;6.59;3957.89;S;2026-07-01 10:00:00;
1102;RUP00001102;20251212;65;12;8;28;0;28;2.12;1343.64;S;2026-07-01 10:00:00;
1103;RUP00001103;20251119;24;8;5;20;0;20;1.26;1691.0;S;2026-07-01 10:00:00;
1104;RUP00001104;20251225;50;10;8;35;0;35;1.24;227.11;S;2026-07-01 10:00:00;
1105;RUP00001105;20251118;23;3;1;17;0;17;2.24;1748.57;S;2026-07-01 10:00:00;
